,preds,Attrition_Flag,Customer_Age,Education_Level,Income_Category,Card_Category,Credit_Limit,Avg_Utilization_Ratio,Gender
5799,1,Existing Customer,35,Doctorate,Less than $40K,Blue,1438.3,0.0,F
5800,0,Attrited Customer,50,Uneducated,$120K +,Blue,7970.0,0.28600000000000003,M
5803,1,Existing Customer,60,Uneducated,Less than $40K,Blue,1601.0,0.0,F
5804,1,Existing Customer,45,High School,$80K - $120K,Blue,34516.0,0.034,M
5805,1,Existing Customer,51,High School,Less than $40K,Blue,1822.0,0.611,F
5806,1,Existing Customer,41,High School,Less than $40K,Blue,1614.0,0.434,M
5808,1,Existing Customer,28,Graduate,Less than $40K,Blue,2543.0,0.455,F
5809,1,Existing Customer,50,College,Less than $40K,Blue,3462.0,0.525,F
5810,1,Existing Customer,44,Graduate,Less than $40K,Blue,1699.0,0.0,F
5813,1,Existing Customer,48,Uneducated,$60K - $80K,Blue,4429.0,0.19899999999999998,M
5815,1,Existing Customer,65,High School,$40K - $60K,Blue,2418.0,0.912,F
5816,1,Existing Customer,56,Graduate,Less than $40K,Blue,2086.0,0.8590000000000001,F
5817,0,Attrited Customer,48,Graduate,$40K - $60K,Blue,1899.0,0.353,F
5818,1,Existing Customer,43,Graduate,$40K - $60K,Blue,7564.0,0.0,M
5819,1,Existing Customer,41,Graduate,$60K - $80K,Blue,13116.0,0.09300000000000001,M
5820,1,Existing Customer,35,Doctorate,Less than $40K,Blue,1438.3,0.42100000000000004,F
5821,0,Existing Customer,48,High School,Less than $40K,Blue,3716.0,0.0,F
5823,0,Attrited Customer,51,High School,Less than $40K,Blue,2006.0,0.802,F
5824,1,Existing Customer,45,High School,$40K - $60K,Blue,2948.0,0.757,F
5826,1,Existing Customer,35,Uneducated,Less than $40K,Blue,1438.3,0.466,F
5827,1,Existing Customer,58,Graduate,$40K - $60K,Blue,4669.0,0.41,F
5828,1,Existing Customer,48,Graduate,Less than $40K,Silver,13994.0,0.0,F
5829,0,Attrited Customer,57,Graduate,$120K +,Blue,8760.0,0.0,M
5830,1,Existing Customer,53,High School,Less than $40K,Blue,1688.0,0.0,F
5832,1,Existing Customer,39,Graduate,$60K - $80K,Blue,4534.0,0.20199999999999999,M
5833,1,Existing Customer,57,Uneducated,Less than $40K,Blue,3545.0,0.408,F
5834,1,Existing Customer,57,College,Less than $40K,Blue,1857.0,0.823,F
5837,1,Existing Customer,41,College,Less than $40K,Blue,1438.3,0.532,F
5838,1,Attrited Customer,45,Doctorate,Less than $40K,Blue,1438.3,0.0,F
5839,1,Existing Customer,52,Graduate,$60K - $80K,Blue,9357.0,0.13699999999999998,M
5840,1,Existing Customer,40,Graduate,Less than $40K,Blue,2423.0,0.691,F
5841,1,Existing Customer,45,Graduate,$40K - $60K,Blue,1936.0,0.833,F
5842,1,Existing Customer,43,Graduate,$60K - $80K,Blue,1783.0,0.569,M
5844,1,Existing Customer,56,Graduate,Less than $40K,Blue,1438.3,0.0,F
5845,1,Existing Customer,44,Post-Graduate,Less than $40K,Silver,10580.0,0.09699999999999999,F
5847,1,Existing Customer,49,High School,Less than $40K,Blue,1656.0,0.561,F
5848,0,Existing Customer,39,High School,Less than $40K,Blue,3279.0,0.0,F
5849,1,Existing Customer,49,College,$40K - $60K,Blue,2578.0,0.617,F
5850,1,Existing Customer,44,Graduate,$40K - $60K,Blue,4068.0,0.0,F
5851,0,Attrited Customer,42,Graduate,Less than $40K,Blue,2128.0,0.248,F
5852,0,Attrited Customer,45,Doctorate,Less than $40K,Blue,2704.0,0.8370000000000001,F
5855,0,Attrited Customer,58,Uneducated,Less than $40K,Blue,9909.0,0.0,F
5856,1,Existing Customer,57,Graduate,Less than $40K,Blue,1665.0,0.59,F
5857,0,Attrited Customer,50,Graduate,$120K +,Blue,1656.0,0.0,M
5859,1,Existing Customer,52,Graduate,Less than $40K,Blue,2012.0,0.611,F
5860,1,Existing Customer,43,Post-Graduate,Less than $40K,Blue,2837.0,0.637,F
5861,0,Existing Customer,40,Graduate,Less than $40K,Blue,1709.0,0.0,F
5864,1,Existing Customer,51,Uneducated,$80K - $120K,Blue,24028.0,0.0,M
5867,1,Existing Customer,40,Uneducated,$80K - $120K,Blue,9124.0,0.233,M
5869,1,Existing Customer,56,Graduate,Less than $40K,Blue,1936.0,0.569,F
5870,1,Existing Customer,49,High School,$80K - $120K,Blue,8051.0,0.266,M
5871,1,Existing Customer,36,Graduate,$40K - $60K,Blue,3635.0,0.445,F
5872,1,Existing Customer,46,High School,Less than $40K,Blue,2532.0,0.5870000000000001,F
5874,0,Attrited Customer,42,Doctorate,Less than $40K,Blue,4304.0,0.0,F
5876,1,Existing Customer,45,Uneducated,Less than $40K,Blue,1830.0,0.355,F
5877,1,Existing Customer,37,Uneducated,$120K +,Blue,7607.0,0.285,M
5878,1,Attrited Customer,55,Graduate,Less than $40K,Blue,2060.0,0.0,F
5879,1,Existing Customer,49,High School,Less than $40K,Blue,1438.3,0.63,F
5880,1,Existing Customer,41,High School,$60K - $80K,Blue,3126.0,0.48100000000000004,M
5881,1,Existing Customer,47,Post-Graduate,$40K - $60K,Blue,6885.0,0.23399999999999999,F
5883,1,Existing Customer,31,Graduate,Less than $40K,Blue,2787.0,0.632,F
5884,1,Existing Customer,50,Post-Graduate,$80K - $120K,Blue,1867.0,0.792,M
5886,0,Attrited Customer,47,Graduate,Less than $40K,Blue,2473.0,0.0,F
5887,1,Existing Customer,40,Post-Graduate,$40K - $60K,Blue,4640.0,0.335,M
5888,1,Existing Customer,47,High School,Less than $40K,Blue,2712.0,0.889,F
5891,1,Existing Customer,53,College,Less than $40K,Blue,1438.3,0.501,F
5892,0,Attrited Customer,50,Post-Graduate,$60K - $80K,Blue,14409.0,0.035,M
5893,0,Attrited Customer,59,High School,$40K - $60K,Blue,1665.0,0.0,F
5894,1,Existing Customer,43,Graduate,Less than $40K,Blue,2639.0,0.0,F
5895,1,Existing Customer,59,High School,Less than $40K,Blue,2338.0,0.67,F
5896,1,Existing Customer,51,Graduate,Less than $40K,Blue,2774.0,0.491,F
5899,1,Existing Customer,35,Graduate,Less than $40K,Blue,2317.0,0.562,F
5900,1,Existing Customer,55,College,Less than $40K,Blue,2239.0,0.598,F
5901,1,Existing Customer,41,College,Less than $40K,Blue,2225.0,0.0,F
5902,1,Existing Customer,51,Graduate,Less than $40K,Blue,1519.0,0.7559999999999999,F
5904,1,Existing Customer,51,Graduate,Less than $40K,Blue,2141.0,0.5489999999999999,F
5905,1,Existing Customer,43,High School,Less than $40K,Blue,2616.0,0.6829999999999999,F
5906,1,Existing Customer,39,Graduate,Less than $40K,Blue,5494.0,0.247,F
5907,0,Attrited Customer,52,High School,Less than $40K,Blue,2003.0,0.866,F
5908,1,Existing Customer,47,Uneducated,Less than $40K,Blue,2092.0,0.7170000000000001,F
5909,1,Existing Customer,44,High School,$60K - $80K,Blue,6606.0,0.381,M
5912,1,Existing Customer,56,Graduate,$60K - $80K,Blue,7075.0,0.237,M
5913,1,Existing Customer,44,College,$40K - $60K,Blue,4274.0,0.39299999999999996,M
5914,0,Existing Customer,47,High School,Less than $40K,Blue,2317.0,0.0,F
5915,0,Attrited Customer,51,Uneducated,Less than $40K,Blue,1438.3,0.446,F
5916,1,Existing Customer,47,High School,$80K - $120K,Blue,2888.0,0.0,M
5919,1,Attrited Customer,45,Graduate,Less than $40K,Blue,1438.3,0.0,F
5925,0,Attrited Customer,55,Graduate,Less than $40K,Blue,1720.0,0.0,F
5927,1,Existing Customer,49,High School,$40K - $60K,Blue,3881.0,0.0,F
5931,1,Attrited Customer,47,High School,Less than $40K,Blue,3899.0,0.0,F
5933,0,Attrited Customer,50,Graduate,Less than $40K,Blue,2422.0,0.207,F
5934,1,Existing Customer,52,Graduate,$80K - $120K,Blue,11964.0,0.067,M
5936,1,Existing Customer,46,College,$80K - $120K,Blue,33142.0,0.0,M
5937,1,Existing Customer,40,High School,$120K +,Silver,34516.0,0.042,M
5938,0,Attrited Customer,42,High School,Less than $40K,Blue,3454.0,0.0,F
5939,1,Existing Customer,29,Graduate,Less than $40K,Blue,2732.0,0.639,F
5940,1,Existing Customer,50,High School,$80K - $120K,Blue,1687.0,0.588,M
5941,1,Attrited Customer,43,Graduate,Less than $40K,Blue,3523.0,0.0,F
5942,1,Existing Customer,40,Uneducated,$120K +,Blue,5773.0,0.35100000000000003,M
5944,1,Existing Customer,35,Doctorate,Less than $40K,Blue,3976.0,0.45,F
5945,1,Existing Customer,55,College,Less than $40K,Blue,2679.0,0.85,F
5947,1,Existing Customer,53,High School,$40K - $60K,Blue,1536.0,0.474,F
5948,1,Existing Customer,46,High School,$40K - $60K,Blue,2375.0,0.504,M
5949,1,Existing Customer,50,High School,Less than $40K,Blue,2719.0,0.0,F
5950,1,Existing Customer,53,Graduate,$40K - $60K,Blue,3369.0,0.72,F
5951,1,Existing Customer,58,Graduate,Less than $40K,Blue,3173.0,0.54,F
5953,0,Attrited Customer,50,High School,Less than $40K,Blue,2140.0,0.0,F
5954,1,Existing Customer,56,Uneducated,Less than $40K,Blue,2258.0,0.0,F
5955,1,Existing Customer,48,Graduate,$40K - $60K,Blue,2423.0,0.7340000000000001,M
5956,1,Existing Customer,55,High School,Less than $40K,Blue,2376.0,0.8290000000000001,F
5957,1,Existing Customer,38,Graduate,Less than $40K,Blue,1690.0,0.863,M
5958,1,Attrited Customer,46,High School,$40K - $60K,Blue,8583.0,0.0,F
5959,1,Existing Customer,52,Graduate,Less than $40K,Blue,2996.0,0.7170000000000001,F
5961,1,Existing Customer,48,Uneducated,$80K - $120K,Gold,34516.0,0.040999999999999995,M
5963,0,Attrited Customer,36,College,$120K +,Blue,11316.0,0.141,M
5964,1,Existing Customer,38,High School,Less than $40K,Blue,1438.3,0.6970000000000001,F
5965,1,Existing Customer,44,Uneducated,$120K +,Blue,11362.0,0.0,M
5969,1,Existing Customer,51,Graduate,$40K - $60K,Blue,9117.0,0.138,F
5971,1,Existing Customer,51,High School,$60K - $80K,Blue,8787.0,0.124,M
5972,1,Existing Customer,40,Graduate,$60K - $80K,Silver,27436.0,0.023,M
5973,1,Existing Customer,65,Doctorate,Less than $40K,Blue,2195.0,0.873,F
5974,1,Existing Customer,46,College,$80K - $120K,Blue,13734.0,0.040999999999999995,M
5975,1,Existing Customer,45,Graduate,$60K - $80K,Blue,2731.0,0.684,M
5976,1,Existing Customer,49,Graduate,$80K - $120K,Blue,2453.0,0.625,M
5978,1,Existing Customer,41,High School,$40K - $60K,Blue,2644.0,0.679,F
5979,0,Attrited Customer,41,Graduate,$80K - $120K,Silver,34516.0,0.024,M
5980,1,Existing Customer,41,Graduate,$60K - $80K,Blue,4575.0,0.294,M
5981,1,Existing Customer,51,College,Less than $40K,Blue,4860.0,0.365,F
5982,1,Existing Customer,46,Graduate,Less than $40K,Blue,1438.3,0.355,F
5984,1,Existing Customer,39,Uneducated,$40K - $60K,Blue,1438.3,0.0,M
5985,1,Existing Customer,46,Uneducated,$60K - $80K,Blue,24512.0,0.031,M
5986,0,Attrited Customer,43,High School,$40K - $60K,Blue,1654.0,0.8909999999999999,F
5987,1,Existing Customer,63,Graduate,$80K - $120K,Blue,21430.0,0.0,M
5988,1,Existing Customer,50,Graduate,$120K +,Silver,34516.0,0.055,M
5989,1,Existing Customer,37,Uneducated,$40K - $60K,Blue,1438.3,0.528,M
5990,1,Existing Customer,33,Doctorate,Less than $40K,Blue,2800.0,0.557,F
5991,1,Existing Customer,44,Post-Graduate,$60K - $80K,Blue,3117.0,0.449,M
5992,1,Existing Customer,44,Uneducated,$80K - $120K,Blue,2558.0,0.7879999999999999,M
5993,0,Attrited Customer,47,High School,$60K - $80K,Blue,10061.0,0.0,M
5996,1,Existing Customer,47,Graduate,Less than $40K,Blue,3147.0,0.779,F
5999,1,Existing Customer,49,Graduate,Less than $40K,Blue,2712.0,0.622,F
6000,1,Existing Customer,59,College,Less than $40K,Blue,1438.3,0.0,F
6001,1,Existing Customer,39,High School,$120K +,Blue,3281.0,0.513,M
6002,1,Attrited Customer,35,High School,$40K - $60K,Blue,1438.3,0.0,F
6003,1,Existing Customer,39,Graduate,Less than $40K,Blue,2469.0,0.74,F
6006,1,Existing Customer,34,Graduate,$60K - $80K,Blue,2763.0,0.6920000000000001,M
6007,1,Existing Customer,49,Uneducated,Less than $40K,Blue,2081.0,0.0,F
6009,1,Existing Customer,56,Graduate,Less than $40K,Blue,1737.0,0.0,F
6013,0,Attrited Customer,45,Uneducated,$80K - $120K,Blue,9234.0,0.0,M
6014,1,Existing Customer,37,Graduate,Less than $40K,Blue,2684.0,0.0,F
6015,1,Existing Customer,48,High School,$40K - $60K,Blue,2151.0,0.0,F
6016,1,Existing Customer,52,College,$60K - $80K,Blue,2749.0,0.502,M
6017,1,Existing Customer,44,High School,Less than $40K,Blue,1980.0,0.41600000000000004,F
6018,0,Attrited Customer,55,Graduate,Less than $40K,Blue,4232.0,0.0,F
6019,1,Existing Customer,45,Graduate,Less than $40K,Blue,1438.3,0.61,F
6021,0,Attrited Customer,52,High School,Less than $40K,Blue,3302.0,0.762,F
6025,0,Attrited Customer,33,Graduate,Less than $40K,Blue,1457.0,0.0,F
6029,1,Existing Customer,44,Uneducated,$60K - $80K,Blue,3650.0,0.348,M
6032,0,Attrited Customer,56,High School,$120K +,Blue,7327.0,0.0,M
6033,1,Existing Customer,46,Uneducated,$80K - $120K,Blue,13324.0,0.0,M
6039,1,Existing Customer,40,Uneducated,$80K - $120K,Blue,1770.0,0.33,M
6041,1,Existing Customer,46,High School,Less than $40K,Blue,2170.0,0.69,F
6044,1,Existing Customer,65,College,Less than $40K,Blue,5363.0,0.244,M
6045,1,Existing Customer,50,Doctorate,Less than $40K,Blue,3206.0,0.0,F
6047,1,Existing Customer,61,Post-Graduate,$40K - $60K,Blue,2566.0,0.843,F
6048,1,Existing Customer,35,Graduate,$40K - $60K,Blue,1438.3,0.0,F
6049,0,Attrited Customer,65,Graduate,Less than $40K,Blue,6812.0,0.28300000000000003,F
6050,1,Existing Customer,45,Graduate,$40K - $60K,Blue,2700.0,0.732,F
6052,1,Existing Customer,43,Uneducated,Less than $40K,Blue,4332.0,0.303,F
6054,1,Existing Customer,41,Graduate,Less than $40K,Blue,1783.0,0.7190000000000001,F
6055,1,Existing Customer,42,Graduate,$60K - $80K,Blue,11761.0,0.151,M
6056,1,Existing Customer,52,High School,Less than $40K,Blue,2340.0,0.47100000000000003,F
6057,1,Existing Customer,45,Uneducated,Less than $40K,Blue,2859.0,0.621,F
6058,1,Existing Customer,37,High School,$40K - $60K,Blue,2523.0,0.983,M
6059,1,Existing Customer,48,Post-Graduate,$40K - $60K,Blue,4776.0,0.0,M
6060,1,Existing Customer,59,Graduate,Less than $40K,Blue,2697.0,0.523,F
6061,1,Existing Customer,57,High School,Less than $40K,Blue,3542.0,0.682,F
6062,0,Attrited Customer,57,Graduate,$120K +,Blue,34516.0,0.028999999999999998,M
6064,0,Attrited Customer,52,College,Less than $40K,Blue,1764.0,0.0,F
6065,0,Attrited Customer,43,Uneducated,Less than $40K,Blue,3492.0,0.721,F
6066,1,Attrited Customer,36,High School,Less than $40K,Blue,2977.0,0.45,F
6067,1,Existing Customer,49,Doctorate,$60K - $80K,Silver,30976.0,0.066,M
6068,1,Existing Customer,43,High School,$60K - $80K,Blue,2810.0,0.848,M
6070,1,Existing Customer,44,High School,$40K - $60K,Blue,8997.0,0.079,M
6071,1,Existing Customer,57,Uneducated,Less than $40K,Blue,2002.0,0.593,F
6072,1,Existing Customer,55,Post-Graduate,$60K - $80K,Blue,4998.0,0.325,M
6073,1,Existing Customer,37,Post-Graduate,Less than $40K,Blue,2310.0,0.655,F
6074,1,Existing Customer,54,High School,$40K - $60K,Blue,3892.0,0.0,F
6075,1,Existing Customer,34,Uneducated,$60K - $80K,Blue,2345.0,0.701,M
6076,1,Existing Customer,50,Graduate,$80K - $120K,Blue,2135.0,0.705,M
6078,1,Existing Customer,50,High School,Less than $40K,Blue,3397.0,0.488,F
6079,1,Existing Customer,49,Doctorate,$60K - $80K,Blue,19719.0,0.071,M
6081,0,Existing Customer,52,High School,$120K +,Blue,31733.0,0.0,M
6082,0,Attrited Customer,54,High School,$40K - $60K,Blue,1438.3,0.0,F
6083,0,Attrited Customer,54,Post-Graduate,Less than $40K,Blue,1638.0,0.0,F
6084,1,Existing Customer,50,High School,Less than $40K,Blue,2775.0,0.532,F
6085,0,Attrited Customer,37,Graduate,$40K - $60K,Blue,2547.0,0.7709999999999999,F
6087,1,Existing Customer,46,Graduate,$80K - $120K,Blue,19838.0,0.065,M
6088,0,Attrited Customer,47,Uneducated,$60K - $80K,Blue,1789.0,0.0,M
6089,1,Existing Customer,51,Uneducated,$40K - $60K,Blue,2284.0,0.733,F
6090,1,Existing Customer,42,Doctorate,$60K - $80K,Blue,11535.0,0.132,M
6092,1,Existing Customer,58,High School,$60K - $80K,Silver,30186.0,0.0,M
6095,1,Existing Customer,51,High School,Less than $40K,Blue,4038.0,0.306,F
6096,1,Existing Customer,56,Graduate,$80K - $120K,Blue,2078.0,0.816,M
6097,1,Existing Customer,51,Graduate,Less than $40K,Blue,1571.0,0.0,F
6098,1,Existing Customer,43,College,$80K - $120K,Blue,4726.0,0.24600000000000002,M
6100,1,Existing Customer,48,College,$80K - $120K,Silver,34516.0,0.047,M
6101,1,Existing Customer,56,Graduate,$40K - $60K,Blue,1438.3,0.0,M
6103,0,Attrited Customer,41,College,$40K - $60K,Blue,4312.0,0.584,F
6105,1,Existing Customer,44,College,Less than $40K,Blue,2679.0,0.271,F
6106,1,Existing Customer,54,Post-Graduate,$80K - $120K,Silver,34516.0,0.07200000000000001,M
6107,1,Existing Customer,48,Graduate,Less than $40K,Blue,3378.0,0.0,F
6108,1,Existing Customer,34,High School,$40K - $60K,Blue,1793.0,0.636,M
6109,1,Existing Customer,59,Graduate,Less than $40K,Blue,2228.0,0.674,F
6110,1,Existing Customer,41,College,$40K - $60K,Blue,2577.0,0.614,F
6111,0,Attrited Customer,39,Graduate,Less than $40K,Blue,1462.0,0.0,F
6112,1,Attrited Customer,50,Graduate,Less than $40K,Blue,4038.0,0.379,F
6116,1,Existing Customer,49,Graduate,$40K - $60K,Blue,7201.0,0.27699999999999997,F
6117,1,Existing Customer,49,High School,$80K - $120K,Blue,1883.0,0.688,M
6118,1,Existing Customer,42,Graduate,Less than $40K,Blue,3308.0,0.7609999999999999,F
6119,1,Existing Customer,65,College,Less than $40K,Blue,2022.0,0.0,F
6120,1,Existing Customer,43,Graduate,Less than $40K,Blue,8597.0,0.105,F
6123,1,Existing Customer,39,High School,$40K - $60K,Blue,3400.0,0.679,F
6124,1,Existing Customer,48,High School,$40K - $60K,Blue,2405.0,0.586,F
6125,1,Attrited Customer,46,Uneducated,$80K - $120K,Gold,34516.0,0.032,M
6126,1,Existing Customer,44,College,$80K - $120K,Blue,8241.0,0.0,M
6127,1,Existing Customer,53,Graduate,$40K - $60K,Blue,1438.3,0.405,F
6129,1,Existing Customer,41,High School,Less than $40K,Blue,2359.0,0.64,F
6130,1,Existing Customer,47,Post-Graduate,Less than $40K,Blue,1790.0,0.0,F
6131,1,Attrited Customer,54,Uneducated,Less than $40K,Blue,2247.0,0.0,F
6132,1,Existing Customer,40,High School,$80K - $120K,Blue,3624.0,0.0,M
6133,1,Existing Customer,42,Graduate,Less than $40K,Blue,1438.3,0.0,F
6134,1,Existing Customer,39,College,$40K - $60K,Blue,2901.0,0.7390000000000001,F
6135,1,Existing Customer,41,College,Less than $40K,Blue,9759.0,0.209,F
6136,1,Existing Customer,57,Post-Graduate,Less than $40K,Blue,2525.0,0.47600000000000003,F
6137,1,Existing Customer,60,High School,Less than $40K,Blue,2737.0,0.662,F
6138,1,Existing Customer,51,Graduate,$80K - $120K,Blue,19262.0,0.077,M
6141,1,Existing Customer,63,College,$60K - $80K,Blue,2706.0,0.32899999999999996,M
6142,1,Existing Customer,49,High School,$40K - $60K,Blue,3263.0,0.466,F
6143,0,Attrited Customer,41,College,$40K - $60K,Blue,3281.0,0.0,F
6144,1,Existing Customer,51,High School,$80K - $120K,Blue,8169.0,0.09699999999999999,M
6145,1,Existing Customer,46,College,$40K - $60K,Blue,3276.0,0.585,F
6148,1,Existing Customer,34,Uneducated,Less than $40K,Blue,1438.3,0.0,F
6151,0,Attrited Customer,54,Doctorate,Less than $40K,Blue,1694.0,0.0,F
6152,1,Existing Customer,41,High School,$80K - $120K,Blue,1636.0,0.603,M
6153,1,Existing Customer,48,Graduate,Less than $40K,Blue,1449.0,0.517,F
6154,1,Existing Customer,45,Graduate,Less than $40K,Blue,1513.0,0.521,F
6155,1,Attrited Customer,39,Graduate,Less than $40K,Blue,1438.3,0.0,F
6156,1,Existing Customer,46,Doctorate,Less than $40K,Blue,4120.0,0.38299999999999995,F
6158,1,Existing Customer,45,Graduate,Less than $40K,Blue,2016.0,0.48200000000000004,F
6159,0,Attrited Customer,49,Uneducated,$80K - $120K,Blue,2509.0,0.179,M
6160,1,Existing Customer,40,Graduate,Less than $40K,Blue,3511.0,0.0,F
6161,1,Existing Customer,45,Post-Graduate,$60K - $80K,Blue,2751.0,0.884,M
6162,1,Existing Customer,34,High School,Less than $40K,Blue,2426.0,0.0,F
6163,1,Existing Customer,44,Graduate,$80K - $120K,Blue,12230.0,0.098,M
6164,1,Existing Customer,42,Graduate,$60K - $80K,Blue,7328.0,0.128,M
6166,1,Existing Customer,42,Graduate,$80K - $120K,Blue,3046.0,0.40399999999999997,M
6168,1,Existing Customer,52,College,$80K - $120K,Blue,16207.0,0.057,M
6170,1,Existing Customer,47,College,Less than $40K,Blue,5950.0,0.0,F
6173,1,Existing Customer,51,High School,Less than $40K,Blue,2902.0,0.563,F
6174,1,Existing Customer,47,College,Less than $40K,Blue,1585.0,0.823,F
6175,1,Existing Customer,47,High School,Less than $40K,Blue,2899.0,0.8340000000000001,F
6180,1,Existing Customer,49,Post-Graduate,$40K - $60K,Silver,15525.0,0.084,M
6181,1,Existing Customer,35,Graduate,Less than $40K,Blue,2118.0,0.561,F
6182,1,Existing Customer,34,Graduate,$40K - $60K,Blue,2275.0,0.645,F
6183,1,Existing Customer,59,College,Less than $40K,Blue,2601.0,0.726,F
6184,1,Existing Customer,52,High School,$80K - $120K,Blue,4642.0,0.52,M
6185,1,Existing Customer,58,Doctorate,Less than $40K,Blue,1438.3,0.0,M
6187,1,Existing Customer,59,Graduate,Less than $40K,Blue,2636.0,0.614,F
6188,1,Existing Customer,50,Doctorate,$40K - $60K,Blue,3743.0,0.235,F
6189,1,Existing Customer,49,Graduate,Less than $40K,Blue,1438.3,0.0,F
6190,0,Attrited Customer,61,High School,Less than $40K,Blue,4130.0,0.0,F
6192,1,Existing Customer,52,Post-Graduate,$40K - $60K,Blue,3900.0,0.0,F
6193,1,Existing Customer,38,Uneducated,Less than $40K,Blue,6236.0,0.193,M
6195,0,Attrited Customer,57,Doctorate,Less than $40K,Blue,1615.0,0.588,F
6197,1,Existing Customer,55,Graduate,Less than $40K,Blue,2033.0,0.51,F
6199,1,Existing Customer,57,High School,Less than $40K,Blue,1511.0,0.0,F
6201,1,Existing Customer,65,High School,Less than $40K,Blue,4010.0,0.375,F
6202,1,Existing Customer,55,Uneducated,Less than $40K,Blue,1669.0,0.599,F
6204,0,Attrited Customer,44,College,Less than $40K,Blue,3052.0,0.0,F
6206,1,Existing Customer,39,College,Less than $40K,Blue,1978.0,0.44,F
6207,1,Existing Customer,37,College,Less than $40K,Blue,1438.3,0.478,F
6208,1,Existing Customer,55,Graduate,Less than $40K,Blue,1606.0,0.0,F
6209,1,Existing Customer,46,Doctorate,Less than $40K,Blue,2406.0,0.7090000000000001,F
6211,0,Attrited Customer,57,Graduate,Less than $40K,Blue,2796.0,0.0,F
6213,0,Attrited Customer,38,High School,Less than $40K,Blue,3554.0,0.0,F
6215,0,Attrited Customer,34,High School,Less than $40K,Blue,1576.0,0.0,F
6216,1,Existing Customer,44,College,Less than $40K,Blue,1438.3,0.0,F
6217,1,Existing Customer,39,Uneducated,$60K - $80K,Blue,2973.0,0.382,M
6218,0,Attrited Customer,40,Graduate,Less than $40K,Blue,1438.3,0.0,F
6223,1,Existing Customer,47,Post-Graduate,$40K - $60K,Blue,2896.0,0.0,F
6224,1,Existing Customer,51,Graduate,$60K - $80K,Blue,2157.0,0.693,M
6226,1,Existing Customer,43,College,$60K - $80K,Blue,13840.0,0.078,M
6229,1,Existing Customer,45,Graduate,Less than $40K,Blue,2289.0,0.45299999999999996,F
6232,0,Attrited Customer,52,Doctorate,$80K - $120K,Blue,3022.0,0.29600000000000004,M
6233,1,Existing Customer,46,Doctorate,$80K - $120K,Blue,12935.0,0.11,M
6235,0,Attrited Customer,49,Uneducated,$40K - $60K,Blue,1438.3,0.363,F
6236,1,Existing Customer,43,Post-Graduate,Less than $40K,Blue,2256.0,0.597,F
6237,0,Attrited Customer,40,Graduate,Less than $40K,Blue,1516.0,0.0,F
6241,1,Existing Customer,48,Post-Graduate,$60K - $80K,Blue,5826.0,0.254,M
6242,1,Existing Customer,39,Graduate,Less than $40K,Silver,10190.0,0.087,F
6243,1,Existing Customer,45,Graduate,Less than $40K,Blue,2035.0,0.5770000000000001,F
6244,0,Attrited Customer,45,College,Less than $40K,Blue,1833.0,0.0,F
6245,1,Existing Customer,56,Uneducated,$60K - $80K,Blue,1623.0,0.0,M
6247,1,Existing Customer,47,High School,Less than $40K,Blue,4490.0,0.44299999999999995,F
6248,1,Existing Customer,48,Graduate,$60K - $80K,Blue,11062.0,0.0,M
6249,0,Attrited Customer,30,Graduate,Less than $40K,Blue,1574.0,0.0,F
6250,1,Existing Customer,52,College,Less than $40K,Blue,2370.0,0.629,F
6251,1,Existing Customer,35,College,Less than $40K,Blue,2658.0,0.0,F
6252,0,Attrited Customer,38,Graduate,Less than $40K,Blue,2300.0,0.0,F
6253,1,Existing Customer,44,Graduate,Less than $40K,Blue,2368.0,0.525,F
6254,1,Existing Customer,53,High School,$40K - $60K,Blue,2883.0,0.672,F
6258,1,Existing Customer,43,Graduate,$40K - $60K,Blue,7135.0,0.163,F
6259,1,Existing Customer,56,Graduate,Less than $40K,Blue,1438.3,0.547,F
6260,1,Existing Customer,48,High School,$40K - $60K,Blue,3743.0,0.5579999999999999,F
6262,1,Existing Customer,41,Doctorate,$40K - $60K,Blue,6059.0,0.193,M
6263,1,Existing Customer,47,Uneducated,Less than $40K,Blue,2577.0,0.563,F
6264,1,Existing Customer,43,High School,Less than $40K,Blue,3761.0,0.564,F
6265,0,Attrited Customer,50,High School,Less than $40K,Blue,1572.0,0.0,F
6268,1,Existing Customer,40,High School,Less than $40K,Blue,4402.0,0.34600000000000003,M
6270,1,Existing Customer,41,College,$40K - $60K,Blue,6602.0,0.0,F
6271,0,Attrited Customer,37,Doctorate,$40K - $60K,Blue,1900.0,0.0,F
6272,1,Existing Customer,56,Doctorate,$40K - $60K,Blue,3455.0,0.401,F
6273,1,Existing Customer,47,High School,$60K - $80K,Blue,18123.0,0.098,M
6274,1,Existing Customer,44,Post-Graduate,Less than $40K,Blue,2295.0,0.545,F
6275,1,Existing Customer,38,Graduate,$80K - $120K,Blue,1518.0,0.735,M
6277,1,Existing Customer,47,College,Less than $40K,Blue,1776.0,0.389,F
6278,1,Existing Customer,39,High School,Less than $40K,Blue,1968.0,0.645,F
6279,1,Existing Customer,48,Graduate,Less than $40K,Blue,1860.0,0.5670000000000001,F
6280,1,Existing Customer,53,Graduate,Less than $40K,Blue,2684.0,0.792,F
6281,1,Existing Customer,51,Graduate,$40K - $60K,Blue,2180.0,0.856,F
6282,0,Attrited Customer,41,High School,Less than $40K,Blue,1661.0,0.0,F
6283,1,Existing Customer,38,Uneducated,Less than $40K,Blue,1679.0,0.0,F
